"","X.2","X.1","X","Depth","Location","Status","Site","Sample","PeriodLength","mean.relief","sd.relief","rock","macroalgae","hard.corals","sand","reef","Metric","response"
"323",323,323,323,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.3",2.5175,1.4392523364486,1.01104812133259,0.14018691588785,0,0.411214953271028,0.401869158878505,0.551401869158878,"Abundance.Ctenochaetus striatus.large",3
"324",324,324,324,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.3",2.5175,1.4392523364486,1.01104812133259,0.14018691588785,0,0.411214953271028,0.401869158878505,0.551401869158878,"Abundance.Ctenochaetus striatus.small",1
"325",325,325,325,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.4",2.7277,1.86407766990291,1.01022753881626,0.135922330097087,0,0.524271844660194,0.330097087378641,0.660194174757281,"Abundance.Chlorurus sordidus.large",3
"326",326,326,326,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.4",2.7277,1.86407766990291,1.01022753881626,0.135922330097087,0,0.524271844660194,0.330097087378641,0.660194174757281,"Abundance.Chlorurus sordidus.small",16
"327",327,327,327,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.4",2.7277,1.86407766990291,1.01022753881626,0.135922330097087,0,0.524271844660194,0.330097087378641,0.660194174757281,"Abundance.Ctenochaetus striatus.large",3
"328",328,328,328,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.4",2.7277,1.86407766990291,1.01022753881626,0.135922330097087,0,0.524271844660194,0.330097087378641,0.660194174757281,"Abundance.Ctenochaetus striatus.small",2
"329",329,329,329,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.5",2.438,1.52991452991453,1.03867164481146,0.0256410256410256,0,0.495726495726496,0.47008547008547,0.521367521367521,"Abundance.Chlorurus sordidus.large",6
"330",330,330,330,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.5",2.438,1.52991452991453,1.03867164481146,0.0256410256410256,0,0.495726495726496,0.47008547008547,0.521367521367521,"Abundance.Chlorurus sordidus.small",7
"331",331,331,331,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.5",2.438,1.52991452991453,1.03867164481146,0.0256410256410256,0,0.495726495726496,0.47008547008547,0.521367521367521,"Abundance.Ctenochaetus striatus.large",6
"332",332,332,332,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.5",2.438,1.52991452991453,1.03867164481146,0.0256410256410256,0,0.495726495726496,0.47008547008547,0.521367521367521,"Abundance.Ctenochaetus striatus.small",1
"333",333,333,333,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.6",2.0298,1.1078431372549,1.03318083054991,0.00980392156862745,0,0.284313725490196,0.705882352941177,0.294117647058824,"Abundance.Chlorurus sordidus.large",0
"334",334,334,334,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.6",2.0298,1.1078431372549,1.03318083054991,0.00980392156862745,0,0.284313725490196,0.705882352941177,0.294117647058824,"Abundance.Chlorurus sordidus.small",8
"335",335,335,335,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.6",2.0298,1.1078431372549,1.03318083054991,0.00980392156862745,0,0.284313725490196,0.705882352941177,0.294117647058824,"Abundance.Ctenochaetus striatus.large",2
"336",336,336,336,1.5,"Tetaiuo","No-take","TeIL4","TeIL4.6",2.0298,1.1078431372549,1.03318083054991,0.00980392156862745,0,0.284313725490196,0.705882352941177,0.294117647058824,"Abundance.Ctenochaetus striatus.small",1
"337",337,337,337,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.1",2.3069,1.53125,1.04946555577394,0.390625,0,0.3125,0.296875,0.703125,"Abundance.Chlorurus sordidus.large",17
"338",338,338,338,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.1",2.3069,1.53125,1.04946555577394,0.390625,0,0.3125,0.296875,0.703125,"Abundance.Chlorurus sordidus.small",15
"339",339,339,339,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.1",2.3069,1.53125,1.04946555577394,0.390625,0,0.3125,0.296875,0.703125,"Abundance.Ctenochaetus striatus.large",1
"340",340,340,340,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.1",2.3069,1.53125,1.04946555577394,0.390625,0,0.3125,0.296875,0.703125,"Abundance.Ctenochaetus striatus.small",0
"341",341,341,341,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.2",2.2089,1.21374045801527,1.022874032306,0.381679389312977,0.00763358778625954,0.206106870229008,0.404580152671756,0.595419847328244,"Abundance.Chlorurus sordidus.large",12
"342",342,342,342,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.2",2.2089,1.21374045801527,1.022874032306,0.381679389312977,0.00763358778625954,0.206106870229008,0.404580152671756,0.595419847328244,"Abundance.Chlorurus sordidus.small",20
"343",343,343,343,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.2",2.2089,1.21374045801527,1.022874032306,0.381679389312977,0.00763358778625954,0.206106870229008,0.404580152671756,0.595419847328244,"Abundance.Ctenochaetus striatus.large",5
"344",344,344,344,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.2",2.2089,1.21374045801527,1.022874032306,0.381679389312977,0.00763358778625954,0.206106870229008,0.404580152671756,0.595419847328244,"Abundance.Ctenochaetus striatus.small",0
"345",345,345,345,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.3",2.0008,1.2436974789916,0.769838047624214,0.478991596638655,0,0.100840336134454,0.420168067226891,0.579831932773109,"Abundance.Chlorurus sordidus.large",16
"346",346,346,346,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.3",2.0008,1.2436974789916,0.769838047624214,0.478991596638655,0,0.100840336134454,0.420168067226891,0.579831932773109,"Abundance.Chlorurus sordidus.small",16
"347",347,347,347,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.3",2.0008,1.2436974789916,0.769838047624214,0.478991596638655,0,0.100840336134454,0.420168067226891,0.579831932773109,"Abundance.Ctenochaetus striatus.large",0
"348",348,348,348,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.3",2.0008,1.2436974789916,0.769838047624214,0.478991596638655,0,0.100840336134454,0.420168067226891,0.579831932773109,"Abundance.Ctenochaetus striatus.small",0
"349",349,349,349,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.4",2.1731,1.28472222222222,0.850036563956023,0.458333333333333,0,0.208333333333333,0.333333333333333,0.666666666666667,"Abundance.Chlorurus sordidus.large",15
"350",350,350,350,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.4",2.1731,1.28472222222222,0.850036563956023,0.458333333333333,0,0.208333333333333,0.333333333333333,0.666666666666667,"Abundance.Chlorurus sordidus.small",15
"351",351,351,351,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.4",2.1731,1.28472222222222,0.850036563956023,0.458333333333333,0,0.208333333333333,0.333333333333333,0.666666666666667,"Abundance.Ctenochaetus striatus.large",2
"352",352,352,352,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.4",2.1731,1.28472222222222,0.850036563956023,0.458333333333333,0,0.208333333333333,0.333333333333333,0.666666666666667,"Abundance.Ctenochaetus striatus.small",0
"353",353,353,353,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.5",1.8611,1.28888888888889,1.03568181210273,0.377777777777778,0,0.259259259259259,0.362962962962963,0.637037037037037,"Abundance.Chlorurus sordidus.large",9
"354",354,354,354,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.5",1.8611,1.28888888888889,1.03568181210273,0.377777777777778,0,0.259259259259259,0.362962962962963,0.637037037037037,"Abundance.Chlorurus sordidus.small",36
"355",355,355,355,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.5",1.8611,1.28888888888889,1.03568181210273,0.377777777777778,0,0.259259259259259,0.362962962962963,0.637037037037037,"Abundance.Ctenochaetus striatus.large",1
"356",356,356,356,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.5",1.8611,1.28888888888889,1.03568181210273,0.377777777777778,0,0.259259259259259,0.362962962962963,0.637037037037037,"Abundance.Ctenochaetus striatus.small",1
"357",357,357,357,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.6",2.0094,0.936170212765957,0.979888958413487,0.219858156028369,0,0.290780141843972,0.48936170212766,0.51063829787234,"Abundance.Chlorurus sordidus.large",15
"358",358,358,358,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.6",2.0094,0.936170212765957,0.979888958413487,0.219858156028369,0,0.290780141843972,0.48936170212766,0.51063829787234,"Abundance.Chlorurus sordidus.small",21
"359",359,359,359,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.6",2.0094,0.936170212765957,0.979888958413487,0.219858156028369,0,0.290780141843972,0.48936170212766,0.51063829787234,"Abundance.Ctenochaetus striatus.large",1
"360",360,360,360,1.4,"Tetaiuo","Fished","TeOL2S","TeOL2S.6",2.0094,0.936170212765957,0.979888958413487,0.219858156028369,0,0.290780141843972,0.48936170212766,0.51063829787234,"Abundance.Ctenochaetus striatus.small",0
"361",361,361,361,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.1",2.5114,0.603603603603604,1.05554190545365,0.162162162162162,0,0.0720720720720721,0.765765765765766,0.234234234234234,"Abundance.Chlorurus sordidus.large",0
"362",362,362,362,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.1",2.5114,0.603603603603604,1.05554190545365,0.162162162162162,0,0.0720720720720721,0.765765765765766,0.234234234234234,"Abundance.Chlorurus sordidus.small",12
"363",363,363,363,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.1",2.5114,0.603603603603604,1.05554190545365,0.162162162162162,0,0.0720720720720721,0.765765765765766,0.234234234234234,"Abundance.Ctenochaetus striatus.large",0
"364",364,364,364,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.1",2.5114,0.603603603603604,1.05554190545365,0.162162162162162,0,0.0720720720720721,0.765765765765766,0.234234234234234,"Abundance.Ctenochaetus striatus.small",0
"365",365,365,365,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.2",1.8531,0.558333333333333,1.09847742856393,0.0916666666666667,0,0.0916666666666667,0.816666666666667,0.183333333333333,"Abundance.Chlorurus sordidus.large",1
"366",366,366,366,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.2",1.8531,0.558333333333333,1.09847742856393,0.0916666666666667,0,0.0916666666666667,0.816666666666667,0.183333333333333,"Abundance.Chlorurus sordidus.small",0
"367",367,367,367,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.2",1.8531,0.558333333333333,1.09847742856393,0.0916666666666667,0,0.0916666666666667,0.816666666666667,0.183333333333333,"Abundance.Ctenochaetus striatus.large",1
"368",368,368,368,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.2",1.8531,0.558333333333333,1.09847742856393,0.0916666666666667,0,0.0916666666666667,0.816666666666667,0.183333333333333,"Abundance.Ctenochaetus striatus.small",3
"369",369,369,369,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.3",2.2406,0.6484375,1.194408519979,0.15625,0,0.078125,0.765625,0.234375,"Abundance.Chlorurus sordidus.large",0
"370",370,370,370,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.3",2.2406,0.6484375,1.194408519979,0.15625,0,0.078125,0.765625,0.234375,"Abundance.Chlorurus sordidus.small",0
"371",371,371,371,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.3",2.2406,0.6484375,1.194408519979,0.15625,0,0.078125,0.765625,0.234375,"Abundance.Ctenochaetus striatus.large",0
"372",372,372,372,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.3",2.2406,0.6484375,1.194408519979,0.15625,0,0.078125,0.765625,0.234375,"Abundance.Ctenochaetus striatus.small",1
"373",373,373,373,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.4",2.1944,0.678260869565217,1.17389609276685,0.121739130434783,0,0.139130434782609,0.739130434782609,0.260869565217391,"Abundance.Chlorurus sordidus.large",2
"374",374,374,374,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.4",2.1944,0.678260869565217,1.17389609276685,0.121739130434783,0,0.139130434782609,0.739130434782609,0.260869565217391,"Abundance.Chlorurus sordidus.small",1
"375",375,375,375,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.4",2.1944,0.678260869565217,1.17389609276685,0.121739130434783,0,0.139130434782609,0.739130434782609,0.260869565217391,"Abundance.Ctenochaetus striatus.large",4
"376",376,376,376,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.4",2.1944,0.678260869565217,1.17389609276685,0.121739130434783,0,0.139130434782609,0.739130434782609,0.260869565217391,"Abundance.Ctenochaetus striatus.small",4
"377",377,377,377,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.5",2.2572,0.240384615384615,0.660908352674409,0.0865384615384615,0,0.0480769230769231,0.865384615384615,0.134615384615385,"Abundance.Chlorurus sordidus.large",0
"378",378,378,378,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.5",2.2572,0.240384615384615,0.660908352674409,0.0865384615384615,0,0.0480769230769231,0.865384615384615,0.134615384615385,"Abundance.Chlorurus sordidus.small",1
"379",379,379,379,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.5",2.2572,0.240384615384615,0.660908352674409,0.0865384615384615,0,0.0480769230769231,0.865384615384615,0.134615384615385,"Abundance.Ctenochaetus striatus.large",0
"380",380,380,380,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.5",2.2572,0.240384615384615,0.660908352674409,0.0865384615384615,0,0.0480769230769231,0.865384615384615,0.134615384615385,"Abundance.Ctenochaetus striatus.small",1
"381",381,381,381,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.6",2.2375,0.712962962962963,1.1685195196377,0.212962962962963,0,0.0925925925925926,0.694444444444444,0.305555555555556,"Abundance.Chlorurus sordidus.large",0
"382",382,382,382,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.6",2.2375,0.712962962962963,1.1685195196377,0.212962962962963,0,0.0925925925925926,0.694444444444444,0.305555555555556,"Abundance.Chlorurus sordidus.small",4
"383",383,383,383,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.6",2.2375,0.712962962962963,1.1685195196377,0.212962962962963,0,0.0925925925925926,0.694444444444444,0.305555555555556,"Abundance.Ctenochaetus striatus.large",1
"384",384,384,384,0.8,"Tetaiuo","Fished","TeOL3N","TeOL3N.6",2.2375,0.712962962962963,1.1685195196377,0.212962962962963,0,0.0925925925925926,0.694444444444444,0.305555555555556,"Abundance.Ctenochaetus striatus.small",1
"385",385,385,385,1.4,"Tetaiuo","Fished","TeOL4N","TeOL4N.1",2.7944,1.14130434782609,1.28029462388035,0.184782608695652,0,0.304347826086957,0.510869565217391,0.489130434782609,"Abundance.Chlorurus sordidus.large",7
"386",386,386,386,1.4,"Tetaiuo","Fished","TeOL4N","TeOL4N.1",2.7944,1.14130434782609,1.28029462388035,0.184782608695652,0,0.304347826086957,0.510869565217391,0.489130434782609,"Abundance.Chlorurus sordidus.small",3
"387",387,387,387,1.4,"Tetaiuo","Fished","TeOL4N","TeOL4N.1",2.7944,1.14130434782609,1.28029462388035,0.184782608695652,0,0.304347826086957,0.510869565217391,0.489130434782609,"Abundance.Ctenochaetus striatus.large",2
"388",388,388,388,1.4,"Tetaiuo","Fished","TeOL4N","TeOL4N.1",2.7944,1.14130434782609,1.28029462388035,0.184782608695652,0,0.304347826086957,0.510869565217391,0.489130434782609,"Abundance.Ctenochaetus striatus.small",0
"389",389,389,389,1.4,"Tetaiuo","Fished","TeOL4N","TeOL4N.2",2.4386,1,1.17473401244707,0.217821782178218,0,0.227722772277228,0.554455445544555,0.445544554455446,"Abundance.Chlorurus sordidus.large",1
"390",390,390,390,1.4,"Tetaiuo","Fished","TeOL4N","TeOL4N.2",2.4386,1,1.17473401244707,0.217821782178218,0,0.227722772277228,0.554455445544555,0.445544554455446,"Abundance.Chlorurus sordidus.small",1
"391",391,391,391,1.4,"Tetaiuo","Fished","TeOL4N","TeOL4N.2",2.4386,1,1.17473401244707,0.217821782178218,0,0.227722772277228,0.554455445544555,0.445544554455446,"Abundance.Ctenochaetus striatus.large",0
"392",392,392,392,1.4,"Tetaiuo","Fished","TeOL4N","TeOL4N.2",2.4386,1,1.17473401244707,0.217821782178218,0,0.227722772277228,0.554455445544555,0.445544554455446,"Abundance.Ctenochaetus striatus.small",1
"393",393,393,393,1.4,"Tetaiuo","Fished","TeOL4N","TeOL4N.3",2.3047,1.48305084745763,1.29913219455562,0.364406779661017,0,0.288135593220339,0.347457627118644,0.652542372881356,"Abundance.Chlorurus sordidus.large",3
"394",394,394,394,1.4,"Tetaiuo","Fished","TeOL4N","TeOL4N.3",2.3047,1.48305084745763,1.29913219455562,0.364406779661017,0,0.288135593220339,0.347457627118644,0.652542372881356,"Abundance.Chlorurus sordidus.small",0
"395",395,395,395,1.4,"Tetaiuo","Fished","TeOL4N","TeOL4N.3",2.3047,1.48305084745763,1.29913219455562,0.364406779661017,0,0.288135593220339,0.347457627118644,0.652542372881356,"Abundance.Ctenochaetus striatus.large",0
"396",396,396,396,1.4,"Tetaiuo","Fished","TeOL4N","TeOL4N.3",2.3047,1.48305084745763,1.29913219455562,0.364406779661017,0,0.288135593220339,0.347457627118644,0.652542372881356,"Abundance.Ctenochaetus striatus.small",0
"397",397,397,397,1.4,"Tetaiuo","Fished","TeOL4N","TeOL4N.4",2.4933,1.34188034188034,1.35291762092404,0.196581196581197,0,0.341880341880342,0.461538461538462,0.538461538461538,"Abundance.Chlorurus sordidus.large",5
"398",398,398,398,1.4,"Tetaiuo","Fished","TeOL4N","TeOL4N.4",2.4933,1.34188034188034,1.35291762092404,0.196581196581197,0,0.341880341880342,0.461538461538462,0.538461538461538,"Abundance.Chlorurus sordidus.small",6
"399",399,399,399,1.4,"Tetaiuo","Fished","TeOL4N","TeOL4N.4",2.4933,1.34188034188034,1.35291762092404,0.196581196581197,0,0.341880341880342,0.461538461538462,0.538461538461538,"Abundance.Ctenochaetus striatus.large",1
"400",400,400,400,1.4,"Tetaiuo","Fished","TeOL4N","TeOL4N.4",2.4933,1.34188034188034,1.35291762092404,0.196581196581197,0,0.341880341880342,0.461538461538462,0.538461538461538,"Abundance.Ctenochaetus striatus.small",0
"401",401,401,401,1.4,"Tetaiuo","Fished","TeOL4N","TeOL4N.5",1.9042,0.794117647058823,1.18018487638919,0.117647058823529,0,0.215686274509804,0.666666666666667,0.333333333333333,"Abundance.Chlorurus sordidus.large",2
"402",402,402,402,1.4,"Tetaiuo","Fished","TeOL4N","TeOL4N.5",1.9042,0.794117647058823,1.18018487638919,0.117647058823529,0,0.215686274509804,0.666666666666667,0.333333333333333,"Abundance.Chlorurus sordidus.small",4
"403",403,403,403,1.4,"Tetaiuo","Fished","TeOL4N","TeOL4N.5",1.9042,0.794117647058823,1.18018487638919,0.117647058823529,0,0.215686274509804,0.666666666666667,0.333333333333333,"Abundance.Ctenochaetus striatus.large",0
"404",404,404,404,1.4,"Tetaiuo","Fished","TeOL4N","TeOL4N.5",1.9042,0.794117647058823,1.18018487638919,0.117647058823529,0,0.215686274509804,0.666666666666667,0.333333333333333,"Abundance.Ctenochaetus striatus.small",0
"405",405,405,405,1.4,"Tetaiuo","Fished","TeOL4N","TeOL4N.6",2.5161,1.13559322033898,1.26027574134677,0.26271186440678,0.00847457627118644,0.254237288135593,0.474576271186441,0.525423728813559,"Abundance.Chlorurus sordidus.large",1
"406",406,406,406,1.4,"Tetaiuo","Fished","TeOL4N","TeOL4N.6",2.5161,1.13559322033898,1.26027574134677,0.26271186440678,0.00847457627118644,0.254237288135593,0.474576271186441,0.525423728813559,"Abundance.Chlorurus sordidus.small",0
"407",407,407,407,1.4,"Tetaiuo","Fished","TeOL4N","TeOL4N.6",2.5161,1.13559322033898,1.26027574134677,0.26271186440678,0.00847457627118644,0.254237288135593,0.474576271186441,0.525423728813559,"Abundance.Ctenochaetus striatus.large",0
"408",408,408,408,1.4,"Tetaiuo","Fished","TeOL4N","TeOL4N.6",2.5161,1.13559322033898,1.26027574134677,0.26271186440678,0.00847457627118644,0.254237288135593,0.474576271186441,0.525423728813559,"Abundance.Ctenochaetus striatus.small",0
"409",409,409,409,0.9,"Tiahura","No-take","TiIL2","TiIL2.1",2.5512,1.02586206896552,0.973217048909366,0.0517241379310345,0.0603448275862069,0.293103448275862,0.594827586206897,0.405172413793103,"Abundance.Chlorurus sordidus.large",8
"410",410,410,410,0.9,"Tiahura","No-take","TiIL2","TiIL2.1",2.5512,1.02586206896552,0.973217048909366,0.0517241379310345,0.0603448275862069,0.293103448275862,0.594827586206897,0.405172413793103,"Abundance.Chlorurus sordidus.small",20
"411",411,411,411,0.9,"Tiahura","No-take","TiIL2","TiIL2.1",2.5512,1.02586206896552,0.973217048909366,0.0517241379310345,0.0603448275862069,0.293103448275862,0.594827586206897,0.405172413793103,"Abundance.Ctenochaetus striatus.large",15
"412",412,412,412,0.9,"Tiahura","No-take","TiIL2","TiIL2.1",2.5512,1.02586206896552,0.973217048909366,0.0517241379310345,0.0603448275862069,0.293103448275862,0.594827586206897,0.405172413793103,"Abundance.Ctenochaetus striatus.small",12
"413",413,413,413,0.9,"Tiahura","No-take","TiIL2","TiIL2.2",3.0936,1.15441176470588,1.06721289118893,0.117647058823529,0.0882352941176471,0.205882352941176,0.588235294117647,0.411764705882353,"Abundance.Chlorurus sordidus.large",5
"414",414,414,414,0.9,"Tiahura","No-take","TiIL2","TiIL2.2",3.0936,1.15441176470588,1.06721289118893,0.117647058823529,0.0882352941176471,0.205882352941176,0.588235294117647,0.411764705882353,"Abundance.Chlorurus sordidus.small",18
"415",415,415,415,0.9,"Tiahura","No-take","TiIL2","TiIL2.2",3.0936,1.15441176470588,1.06721289118893,0.117647058823529,0.0882352941176471,0.205882352941176,0.588235294117647,0.411764705882353,"Abundance.Ctenochaetus striatus.large",17
"416",416,416,416,0.9,"Tiahura","No-take","TiIL2","TiIL2.2",3.0936,1.15441176470588,1.06721289118893,0.117647058823529,0.0882352941176471,0.205882352941176,0.588235294117647,0.411764705882353,"Abundance.Ctenochaetus striatus.small",2
"417",417,417,417,0.9,"Tiahura","No-take","TiIL2","TiIL2.3",2.7483,1.51181102362205,0.834438711952233,0.354330708661417,0.0236220472440945,0.149606299212598,0.47244094488189,0.52755905511811,"Abundance.Chlorurus sordidus.large",7
"418",418,418,418,0.9,"Tiahura","No-take","TiIL2","TiIL2.3",2.7483,1.51181102362205,0.834438711952233,0.354330708661417,0.0236220472440945,0.149606299212598,0.47244094488189,0.52755905511811,"Abundance.Chlorurus sordidus.small",1
"419",419,419,419,0.9,"Tiahura","No-take","TiIL2","TiIL2.3",2.7483,1.51181102362205,0.834438711952233,0.354330708661417,0.0236220472440945,0.149606299212598,0.47244094488189,0.52755905511811,"Abundance.Ctenochaetus striatus.large",19
"420",420,420,420,0.9,"Tiahura","No-take","TiIL2","TiIL2.3",2.7483,1.51181102362205,0.834438711952233,0.354330708661417,0.0236220472440945,0.149606299212598,0.47244094488189,0.52755905511811,"Abundance.Ctenochaetus striatus.small",1
"421",421,421,421,0.9,"Tiahura","No-take","TiIL2","TiIL2.4",2.3373,1.99137931034483,0.551609339631062,0.344827586206897,0.198275862068966,0.318965517241379,0.137931034482759,0.862068965517241,"Abundance.Chlorurus sordidus.large",26
"422",422,422,422,0.9,"Tiahura","No-take","TiIL2","TiIL2.4",2.3373,1.99137931034483,0.551609339631062,0.344827586206897,0.198275862068966,0.318965517241379,0.137931034482759,0.862068965517241,"Abundance.Chlorurus sordidus.small",28
"423",423,423,423,0.9,"Tiahura","No-take","TiIL2","TiIL2.4",2.3373,1.99137931034483,0.551609339631062,0.344827586206897,0.198275862068966,0.318965517241379,0.137931034482759,0.862068965517241,"Abundance.Ctenochaetus striatus.large",30
"424",424,424,424,0.9,"Tiahura","No-take","TiIL2","TiIL2.4",2.3373,1.99137931034483,0.551609339631062,0.344827586206897,0.198275862068966,0.318965517241379,0.137931034482759,0.862068965517241,"Abundance.Ctenochaetus striatus.small",2
"425",425,425,425,0.9,"Tiahura","No-take","TiIL2","TiIL2.5",1.8702,1.90163934426229,0.921818505160189,0.459016393442623,0.0737704918032787,0.155737704918033,0.311475409836066,0.688524590163935,"Abundance.Chlorurus sordidus.large",10
"426",426,426,426,0.9,"Tiahura","No-take","TiIL2","TiIL2.5",1.8702,1.90163934426229,0.921818505160189,0.459016393442623,0.0737704918032787,0.155737704918033,0.311475409836066,0.688524590163935,"Abundance.Chlorurus sordidus.small",8
"427",427,427,427,0.9,"Tiahura","No-take","TiIL2","TiIL2.5",1.8702,1.90163934426229,0.921818505160189,0.459016393442623,0.0737704918032787,0.155737704918033,0.311475409836066,0.688524590163935,"Abundance.Ctenochaetus striatus.large",33
"428",428,428,428,0.9,"Tiahura","No-take","TiIL2","TiIL2.5",1.8702,1.90163934426229,0.921818505160189,0.459016393442623,0.0737704918032787,0.155737704918033,0.311475409836066,0.688524590163935,"Abundance.Ctenochaetus striatus.small",1
"429",429,429,429,0.9,"Tiahura","No-take","TiIL2","TiIL2.6",1.7604,1.56589147286822,1.05211811094565,0.302325581395349,0.116279069767442,0.131782945736434,0.449612403100775,0.550387596899225,"Abundance.Chlorurus sordidus.large",13
"430",430,430,430,0.9,"Tiahura","No-take","TiIL2","TiIL2.6",1.7604,1.56589147286822,1.05211811094565,0.302325581395349,0.116279069767442,0.131782945736434,0.449612403100775,0.550387596899225,"Abundance.Chlorurus sordidus.small",13
"431",431,431,431,0.9,"Tiahura","No-take","TiIL2","TiIL2.6",1.7604,1.56589147286822,1.05211811094565,0.302325581395349,0.116279069767442,0.131782945736434,0.449612403100775,0.550387596899225,"Abundance.Ctenochaetus striatus.large",26
"432",432,432,432,0.9,"Tiahura","No-take","TiIL2","TiIL2.6",1.7604,1.56589147286822,1.05211811094565,0.302325581395349,0.116279069767442,0.131782945736434,0.449612403100775,0.550387596899225,"Abundance.Ctenochaetus striatus.small",12
"433",433,433,433,1.3,"Tiahura","No-take","TiIL3","TiIL3.1",2.3688,1.58267716535433,0.921015182491148,0.094488188976378,0.015748031496063,0.488188976377953,0.401574803149606,0.598425196850394,"Abundance.Chlorurus sordidus.large",7
"434",434,434,434,1.3,"Tiahura","No-take","TiIL3","TiIL3.1",2.3688,1.58267716535433,0.921015182491148,0.094488188976378,0.015748031496063,0.488188976377953,0.401574803149606,0.598425196850394,"Abundance.Chlorurus sordidus.small",7
"435",435,435,435,1.3,"Tiahura","No-take","TiIL3","TiIL3.1",2.3688,1.58267716535433,0.921015182491148,0.094488188976378,0.015748031496063,0.488188976377953,0.401574803149606,0.598425196850394,"Abundance.Ctenochaetus striatus.large",21
"436",436,436,436,1.3,"Tiahura","No-take","TiIL3","TiIL3.1",2.3688,1.58267716535433,0.921015182491148,0.094488188976378,0.015748031496063,0.488188976377953,0.401574803149606,0.598425196850394,"Abundance.Ctenochaetus striatus.small",2
"437",437,437,437,1.3,"Tiahura","No-take","TiIL3","TiIL3.2",2.507,1.60294117647059,0.983413644665438,0.183823529411765,0.0220588235294118,0.404411764705882,0.389705882352941,0.610294117647059,"Abundance.Chlorurus sordidus.large",13
"438",438,438,438,1.3,"Tiahura","No-take","TiIL3","TiIL3.2",2.507,1.60294117647059,0.983413644665438,0.183823529411765,0.0220588235294118,0.404411764705882,0.389705882352941,0.610294117647059,"Abundance.Chlorurus sordidus.small",6
"439",439,439,439,1.3,"Tiahura","No-take","TiIL3","TiIL3.2",2.507,1.60294117647059,0.983413644665438,0.183823529411765,0.0220588235294118,0.404411764705882,0.389705882352941,0.610294117647059,"Abundance.Ctenochaetus striatus.large",26
