FAMILY	GENUS	SPECIES	CAAB CODE			
Pomacentridae	Chrysiptera	rex	37372066			
Antennariidae	Echinophryne	reynoldsi	37210023			
Blenniidae	Rhabdoblennius	rhabdotrachelus	37408077			
Moridae	Lotella	rhacina	37224005			
Scaridae	Chlorurus	rhakoura	37386037			
Channichthyidae	Channichthys	rhinoceratus	37407792			
Pycnogonidae	Pycnogonum	rhinoceros	33017011			
Salpidae	Thalia	rhinoceros	35103020			
Blenniidae	Plagiotremus	rhinorhynchos	37408004			
Ostraciidae	Rhynchostracion	rhinorhynchos	37466009			
Labridae	Hologymnosus	rhodonotus	37384202			
Apogonidae	Pristicon	rhodopterus	37327151			
Leiognathidae	Gazza	rhombea	37341024			
Oreosomatidae	Neocyttus	rhomboidalis	37266001			
Caproidae	Antigonia	rhomboidea	37267006			
Salpidae	Thalia	rhomboides	35103021			
Melanotaeniidae	Cairnsichthys	rhombosomoides	37245002			
Notocheiridae	Iso	rhothophilus	37247001			
Gobiidae	Amblyeleotris	rhyax	37428042			
Didemnidae	Polysyncraton	rica	35013107			
Macrouridae	Sphagemacrurus	richardi	37232103			
Arhynchobatidae	Bathyraja	richardsoni	37031046			
Platycephalidae	Platycephalus	richardsoni	37296001			
Pomacentridae	Pomachromis	richardsoni	37372128			
Pentacerotidae	Pseudopentaceros	richardsoni	37367009			
Tetraodontidae	Contusus	richei	37467001			
Clupeidae	Potamalosa	richmondia	37085027			
Pycnogonidae	Pycnogonum	rickettsi	33017003			
Molgulidae	Molgula	riddlei	35031020			
Gobiidae	Bryaninops	ridens	37428081			
Peristediidae	Satyrichthys	rieffeli	37288019			
Styelidae	Polycarpa	rigida	35033092			
Didemnidae	Leptoclinides	rigidus	35013080			
Gobiidae	Istigobius	rigilius	37428179			
Molgulidae	Molgula	rima	35031013			
Paralepididae	Arctozenus	risso	37126005			
Myctophidae	Electrona	risso	37122043			
Polyclinidae	Aplidium	ritteri	35019043			
Bythitidae	Alionematichthys	riukiuensis	37228043			
Carangidae	Seriola	rivoliana	37337052			
Tetraodontidae	Canthigaster	rivulata	37467018			
Serranidae	Epinephelus	rivulatus	37311022			
Gobiidae	Gobiodon	rivulatus	37428164			
Lutjanidae	Lutjanus	rivulatus	37346016			
Scaridae	Scarus	rivulatus	37386027			
Gobiidae	Mugilogobius	rivulus	37428353			
Didemnidae	Didemnum	roberti	35013014			
Blenniidae	Omobranchus	robertsi	37408092			
Serranidae	Plectranthias	robertsi	37311180			
Triglidae	Pterygotrigla	robertsi	37288058			
Muraenidae	Gymnothorax	robinsi	37060079			
Clavelinidae	Clavelina	robusta	35011014			
Colossendeidae	Colossendeis	robusta	33014009			
Sagittidae	Ferosagitta	robusta	36027010			
Tetrarogidae	Notesthes	robusta	37287058			
Pyuridae	Pyura	robusta	35032036			
Epigonidae	Rosenblattia	robusta	37327114			
Sillaginidae	Sillago	robusta	37330005			
Polyclinidae	Aplidium	robustum	35019044			
Didemnidae	Atriolum	robustum	35013001			
Moridae	Laemonema	robustum	37224045			
Didemnidae	Polysyncraton	robustum	35013108			
Ophidiidae	Bassozetus	robustus	37228053			
Epigonidae	Epigonus	robustus	37327018			
Bythitidae	Grammonus	robustus	37228071			
Hemiramphidae	Hemiramphus	robustus	37234013			
Syngnathidae	Solegnathus	robustus	37282004			
Clupeidae	Spratelloides	robustus	37085003			
Gempylidae	Tongaichthys	robustus	37439018			
Scombridae	Auxis	rochei	37441027			
Platycephalidae	Kumococius	rodericensis	37296019			
Serranidae	Aethaloperca	rogaa	37311134			
Pomacentridae	Chrysiptera	rollandi	37372067			
Styelidae	Polyandrocarpa	rollandi	35033023			
Antennariidae	Antennarius	rosaceus	37210021			
Pseudochromidae	Pseudoplesiops	rosae	37313024			
Polyclinidae	Aplidium	rosarium	35019045			
Zeidae	Cyttopsis	rosea	37264010			
Apogonidae	Siphamia	roseigaster	37327017			
Didemnidae	Lissoclinum	roseum	35013206			
Clinidae	Heteroclinus	roseus	37416023			
Moridae	Physiculus	roseus	37224026			
Melanocetidae	Melanocetus	rossi	37213750			
Liparidae	Paraliparis	rossi	37307762			
Halosauridae	Aldrovandia	rostrata	37081503			
Moridae	Antimora	rostrata	37224008			
Rhinobatidae	Aptychotrema	rostrata	37027009			
Salpidae	Brooksia	rostrata	35103007			
Pleuronectidae	Ammotretis	rostratus	37461001			
Chaetodontidae	Chelmon	rostratus	37365017			
Galaxiidae	Galaxias	rostratus	37102019			
Syngnathidae	Hypselognathus	rostratus	37282012			
Didemnidae	Polysyncraton	rostrum	35013247			
Didemnidae	Didemnum	rota	35013261			
Paralepididae	Stemonosudis	rothschildi	37126011			
Didemnidae	Didemnum	rottnesti	35013015			
Nymphonidae	Nymphon	rottnesti	33010017			
Scorpaenidae	Neomerinthe	rotunda	37287133			
Blenniidae	Omobranchus	rotundiceps	37408064			
Gobiidae	Pandaka	rouxi	37428028			
Syngnathidae	Notiocampus	ruber	37282095			
Sciaenidae	Otolithes	ruber	37354006			
Caproidae	Antigonia	rubescens	37267001			
Labridae	Choerodon	rubescens	37384039			
Bramidae	Taractes	rubescens	37342014			
Caproidae	Antigonia	rubicunda	37267007			
Labridae	Pseudolabrus	rubicundus	37384023			
Emmelichthyidae	Plagiogeneion	rubiginosum	37345003			
Scyliorhinidae	Asymbolus	rubiginosus	37015024			
Didemnidae	Polysyncraton	rubitapum	35013109			
Styelidae	Symplegma	rubra	35033105			
Batrachoididae	Batrachomoeus	rubricephalus	37205009			
Perophoridae	Ecteinascidia	rubricollis	35004006			
Polyclinidae	Aplidium	rubricollum	35019046			
Apogonidae	Ostorhinchus	rubrimacula	37327142			
Gobiidae	Amblyeleotris	rubrimarginata	37428359			
Lethrinidae	Lethrinus	rubrioperculatus	37351012			
Gobiidae	Cristatogobius	rubripectoralis	37428360			
Labridae	Bodianus	rubrisos	37384200			
Gobiidae	Caragobius	rubristriatus	37428074			
Serranidae	Pseudanthias	rubrizonatus	37311124			
Pomacentridae	Amphiprion	rubrocinctus	37372028			
Cheilodactylidae	Cheilodactylus	rubrolabiatus	37377012			
Synodontidae	Synodus	rubromarmoratus	37118025			
Scaridae	Scarus	rubroviolaceus	37386028			
Holocentridae	Sargocentron	rubrum	37261001			
Leiognathidae	Leiognathus	ruconius	37341015			
Macrouridae	Coryphaenoides	rudis	37232019			
Muraenidae	Gymnothorax	rueppellii	37060051			
Apogonidae	Ostorhinchus	rueppellii	37327040			
Barbourisiidae	Barbourisia	rufa	37134001			
Oikopleuridae	Oikopleura	rufescens	35203011			
Opistognathidae	Opistognathus	rufilineatus	37388019			
Exocoetidae	Hirundichthys	rufipinnis	37233002			
Lutjanidae	Lutjanus	rufolineatus	37346040			
Nemipteridae	Parascolopsis	rufomaculatus	37347011			
Tripterygiidae	Enneapterygius	rufopileus	37415032			
Didemnidae	Leptoclinides	rufus	35013030			
Sternoptychidae	Polyipnus	ruggeri	37107016			
Didemnidae	Polysyncraton	rugosum	35013110			
Syngnathidae	Lissocampus	runa	37282009			
Kuhliidae	Kuhlia	rupestris	37323004			
Pteroidae	Pterois	russelii	37287012			
Carangidae	Decapterus	russelli	37337023			
Triglidae	Lepidotrigla	russelli	37288016			
Callionymidae	Repomucenus	russelli	37427022			
Lutjanidae	Lutjanus	russellii	37346065			
Ophichthidae	Ophichthus	rutidoderma	37068031			
Lutjanidae	Aphareus	rutilans	37346001			
Gobiidae	Stiphodon	rutilaureus	37428406			
Cyprinidae	Rutilus	rutilus	37165005			
Oneirodidae	Oneirodes	sabex	37216004			
Polyclinidae	Aplidiopsis	sabulosa	35019003			
Molgulidae	Molgula	sabulosa	35031014			
Perophoridae	Perophora	sabulosa	35004015			
Polycitoridae	Eudistoma	sabulosum	35018029			
Pyuridae	Pyura	sacciformis	35032037			
Ascidiidae	Ascidia	saccula	35002026			
Polyclinidae	Synoicum	sacculum	35019083			
Styelidae	Botrylloides	saccus	35033102			
Callipallenidae	Propallene	saengeri	33011026			
Clupeidae	Sardinops	sagax	37085002			
Synodontidae	Synodus	sageneus	37118004			
Priacanthidae	Priacanthus	sagittarius	37326009			
Champsodontidae	Champsodon	sagittus	37401009			
Rhinobatidae	Rhinobatos	sainsburyi	37027003			
Platycephalidae	Sunagocia	sainsburyi	37296055			
Lepidogalaxiidae	Lepidogalaxias	salamandroides	37102022			
Salmonidae	Salmo	salar	37094001			
Soleidae	Brachirus	salinarum	37462025			
Pomatomidae	Pomatomus	saltatrix	37334002			
Holocentridae	Neoniphon	sammara	37261019			
Gobiesocidae	Conidens	samoensis	37206023			
Gobiesocidae	Lepadichthys	sandaracatus	37206018			
Pomacentridae	Amphiprion	sandaracinos	37372029			
Labridae	Coris	sandeyeri	37384097			
Plotosidae	Euristhmus	sandrae	37192025			
Lutjanidae	Lutjanus	sanguineus	37346750			
Pangasiidae	Pangasius	sanitwongsei	37177757			
Uranoscopidae	Ichthyscopus	sannio	37400022			
Sparidae	Rhabdosargus	sarba	37353013			
Muraenidae	Strophidon	sathete	37060060			
Melanostomiidae	Eustomias	satterleei	37109018			
Polyclinidae	Polyclinum	saturnium	35019061			
Triglidae	Pterygotrigla	saumarez	37288060			
Scomberesocidae	Scomberesox	saurus	37236001			
Cetomimidae	Rhamphocetichthys	savagei	37132002			
Trichiuridae	Lepturacanthus	savala	37440009			
Apogonidae	Nectamia	savayensis	37327163			
Didemnidae	Trididemnum	savignii	35013057			
Malacanthidae	Branchiostegus	sawakinensis	37331001			
Polyclinidae	Synoicum	saxeum	35019084			
Macrouridae	Ventrifossa	sazonovi	37232097			
Callionymidae	Calliurichthys	scaber	37427050			
Monacanthidae	Meuschenia	scaber	37465005			
Scorpaenidae	Scorpaenodes	scaber	37287078			
Neosebastidae	Maxillicosta	scabriceps	37287007			
Ascidiidae	Ascidia	scaevola	35002017			
Monodactylidae	Schuettea	scalaripinnis	37356001			
Syngnathidae	Festucalex	scalaris	37282063			
Soleidae	Zebrias	scalaris	37462010			
Glaucosomatidae	Glaucosoma	scapulare	37320003			
Congrogadidae	Blennodesmus	scapularis	37411003			
Labridae	Halichoeres	scapularis	37384121			
Tetraodontidae	Lagocephalus	sceleratus	37467007			
Pinguipedidae	Parapercis	schauinslandii	37390017			
Congridae	Ariosoma	scheelei	37067014			
Hydrophiidae	Enhydrina	schistosa	39125013			
Scaridae	Scarus	schlegeli	37386029			
Serranidae	Caprodon	schlegelii	37311096			
Cepolidae	Cepola	schlegelii	37380009			
Emmelichthyidae	Erythrocles	schlegelii	37345005			
Styelidae	Botryllus	schlosseri	35033006			
Melanostomiidae	Eustomias	schmidti	37109019			
Moridae	Lepidion	schmidti	37224017			
Alepocephalidae	Microphotolepis	schmidti	37114022			
Saccopharyngidae	Saccopharynx	schmidti	37078001			
Labridae	Choerodon	schoenleinii	37384010			
Colocongridae	Coloconger	scholesi	37067034			
Sillaginidae	Sillago	schomburgkii	37330012			
Haemulidae	Plectorhinchus	schotaf	37350013			
Blenniidae	Ecsenius	schroederi	37408030			
Syngnathidae	Corythoichthys	schultzi	37282052			
Pempherididae	Pempheris	schwenkii	37357011			
Gobiidae	Callogobius	sclateri	37428091			
Hemiramphidae	Arrhamphus	sclerolepis	37234006			
Soleidae	Phyllichthys	sclerolepis	37462031			
Didemnidae	Polysyncraton	scobinum	35013111			
Nemichthyidae	Nemichthys	scolopaceus	37076005			
Macroramphosidae	Macroramphosus	scolopax	37279002			
Scombridae	Scomber	scombrus	37441790			
Monacanthidae	Amanses	scopas	37465046			
Acanthuridae	Zebrasoma	scopas	37437036			
Didemnidae	Didemnum	scopi	35013165			
Didemnidae	Lissoclinum	scopulosum	35013234			
Neosebastidae	Neosebastes	scorpaenoides	37287005			
Antennariidae	Phyllophryne	scortea	37210015			
Pyuridae	Pyura	scortea	35032038			
Didemnidae	Polysyncraton	scorteum	35013112			
Bathydraconidae	Bathydraco	scotiae	37406754			
Gobiesocidae	Alabes	scotti	37206035			
Colossendeidae	Colossendeis	scotti	33014010			
Artedidraconidae	Pogonophryne	scotti	37405766			
Nototheniidae	Trematomus	scotti	37404760			
Labridae	Cirrhilabrus	scottorum	37384084			
Engraulidae	Thryssa	scratchleyi	37086019			
Monacanthidae	Aluterus	scriptus	37465045			
Syngnathidae	Choeroichthys	sculptus	37282045			
Centriscidae	Centriscus	scutatus	37280001			
Apogonidae	Ostorhinchus	sealei	37327131			
Aplochitonidae	Lovettia	sealii	37103002			
Lutjanidae	Lutjanus	sebae	37346004			
Gobiidae	Eviota	sebreei	37428132			
Kyphosidae	Kyphosus	sectator	37361750			
Carangidae	Uraspis	secunda	37337059			
Mugilidae	Valamugil	seheli	37381017			
Holozoidae	Sycozoa	seiziwadai	35015035			
Soleidae	Phyllichthys	sejunctus	37462043			
Apogonidae	Ostorhinchus	selas	37327152			
Myctophidae	Myctophum	selenops	37122100			
Soleidae	Brachirus	selheimi	37462026			
Eleotridae	Oxyeleotris	selheimi	37429040			
Scyliorhinidae	Halaelurus	sellus	37015004			
Macrouridae	Coelorinchus	semaphoreus	37232117			
Chaetodontidae	Chaetodon	semeion	37365055			
Pomacanthidae	Genicanthus	semicinctus	37365072			
Ophichthidae	Leiuranus	semicinctus	37068018			
Lethrinidae	Lethrinus	semicinctus	37351016			
Lutjanidae	Lutjanus	semicinctus	37346046			
Xenisthmidae	Xenisthmus	semicinctus	37429061			
Pomacanthidae	Pomacanthus	semicirculatus	37365080			
Gobiidae	Priolepis	semidoliata	37428011			
Odacidae	Haletta	semifasciata	37385009			
Scombridae	Scomberomorus	semifasciatus	37441018			
Apogonidae	Ostorhinchus	semilineatus	37327004			
Apogonidae	Apogon	seminigracaudus	37327179			
Didemnidae	Leptoclinides	seminudus	35013081			
Opistognathidae	Opistognathus	seminudus	37388014			
Apogonidae	Apogon	semiornatus	37327074			
Gobiidae	Asterropteryx	semipunctatus	37428058			
Syngnathidae	Hippocampus	semispinosus	37282119			
Syngnathidae	Mitotichthys	semistriatus	37282015			
Gobiidae	Gobiopterus	semivestitus	37428169			
Retropinnidae	Retropinna	semoni	37101001			
Gobiidae	Stiphodon	semoni	37428407			
Bothidae	Psettina	senta	37460061			
Didemnidae	Lissoclinum	sente	35013207			
Macrouridae	Trachonurus	sentipellis	37232092			
Labridae	Thalassoma	septemfasciatum	37384171			
Pomacentridae	Abudefduf	septemfasciatus	37372010			
Serranidae	Epinephelus	septemfasciatus	37311060			
Apogonidae	Ostorhinchus	septemstriatus	37327012			
Macrouridae	Coelorinchus	sereti	37232123			
Soleidae	Soleichthys	serpenpellis	37462046			
Gempylidae	Gempylus	serpens	37439010			
Ophichthidae	Ophisurus	serpens	37068001			
Derichthyidae	Derichthys	serpentinus	37073003			
Sagittidae	Serratosagitta	serratodentata	36027016			
Acropomatidae	Synagrops	serratospinosus	37311185			
Austrodecidae	Austrodecus	serratum	33019004			
Serranidae	Acanthistius	serratus	37311035			
Malacanthidae	Branchiostegus	serratus	37331005			
Platycephalidae	Rogadius	serratus	37296040			
Pteroidae	Brachypterois	serrulata	37287101			
Macrouridae	Coryphaenoides	serrulatus	37232015			
Soleidae	Brachirus	setifer	37462008			
Blenniidae	Xiphasia	setifer	37408001			
Trichonotidae	Trichonotus	setiger	37394001			
Lophiidae	Lophiomus	setigerus	37208001			
Engraulidae	Thryssa	setirostris	37086004			
Ammotheidae	Eurycyde	setosa	33012035			
Pyuridae	Pyura	setosa	35032051			
Labridae	Pseudojuloides	severnsi	37384209			
Salpidae	Cyclosalpa	sewelli	35103005			
Pomacentridae	Abudefduf	sexfasciatus	37372011			
Carangidae	Caranx	sexfasciatus	37337039			
Serranidae	Epinephelus	sexfasciatus	37311017			
Scorpididae	Tilodon	sexfasciatus	37361003			
Blenniidae	Salarias	sexfilum	37408083			
Gobiidae	Valenciennea	sexguttata	37428285			
Grammistidae	Grammistes	sexlineatus	37312006			
Terapontidae	Pelates	sexlineatus	37321005			
Pinguipedidae	Parapercis	sexlorata	37390028			
Serranidae	Cephalopholis	sexmaculata	37311140			
Notacanthidae	Notacanthus	sexspinis	37083001			
Pomacanthidae	Pomacanthus	sexstriatus	37365010			
Muraenidae	Anarchias	seychellensis	37060022			
Microdesmidae	Paragunnellichthys	seychellensis	37435009			
Blenniidae	Stanulus	seychellensis	37408084			
Artedidraconidae	Artedidraco	shackletoni	37405753			
Macrouridae	Coelorinchus	shcherbachevi	37232124			
Ophidiidae	Lamprogrammus	shcherbachevi	37228041			
Serranidae	Pseudanthias	sheni	37311176			
Ammotheidae	Achelia	shepherdi	33012006			
Howellidae	Howella	sherborni	37327036			
Somniosidae	Scymnodalatias	sherwoodi	37020052			
Trachichthyidae	Hoplostethus	shubnikovi	37255014			
Mastacembelidae	Macrognathus	siamensis	37455750			
Ophichthidae	Bascanichthys	sibogae	37068051			
Colossendeidae	Rhopalorhynchus	sibogae	33014017			
Cepolidae	Sphenanthias	sibogae	37380007			
Didemnidae	Trididemnum	sibogae	35013058			
Didemnidae	Polysyncraton	sideris	35013113			
Polyclinidae	Aplidium	siderum	35019110			
Lutjanidae	Pristipomoides	sieboldii	37346064			
Gobiidae	Eviota	sigillata	37428133			
Holozoidae	Sycozoa	sigillinoides	35015036			
Pseudomugilidae	Pseudomugil	signifer	37245020			
Pseudodistomidae	Sigillina	signifera	35021018			
Gobiidae	Fusigobius	signipinnis	37428147			
Scyliorhinidae	Cephaloscyllium	signourum	37015039			
Sillaginidae	Sillago	sihama	37330006			
Didemnidae	Diplosoma	simile	35013020			
Tripterygiidae	Enneapterygius	similis	37415045			
Synodontidae	Synodus	similis	37118007			
Clavelinidae	Clavelina	simplex	35011017			
Callionymidae	Pseudocalliurichthys	simplicicornis	37427049			
Styelidae	Polyandrocarpa	simulans	35033024			
Gobiidae	Drombus	simulus	37428368			
Plesiopidae	Paraplesiops	sinclairi	37316011			
Scyliorhinidae	Apristurus	sinensis	37015014			
Eleotridae	Bostrychus	sinensis	37429011			
Synanceiidae	Inimicus	sinensis	37287020			
Cynoglossidae	Paraplagusia	sinerama	37463022			
Apogonidae	Cheilodipterus	singapurensis	37327091			
Nymphonidae	Nymphon	singulare	33010018			
Chaetodontidae	Heniochus	singularius	37365077			
Blenniidae	Salarias	sinuosus	37408081			
Clupeidae	Amblygaster	sirm	37085006			
Artedidraconidae	Artedidraco	skottsbergi	37405754			
Sternoptychidae	Argyropelecus	sladeni	37107013			
Chauliodontidae	Chauliodus	sloani	37111001			
Carapidae	Carapus	sluiteri	37229017			
Perophoridae	Ecteinascidia	sluiteri	35004007			
Polycitoridae	Eudistoma	sluiteri	35018030			
Macrouridae	Coelorinchus	smithi	37232114			
Ophidiidae	Ophidion	smithi	37228049			
Scorpaenidae	Scorpaenodes	smithi	37287119			
Serranidae	Pseudanthias	smithvanizi	37311125			
Champsodontidae	Champsodon	snyderi	37401010			
Pinguipedidae	Parapercis	snyderi	37390018			
Styelidae	Polycarpa	sobria	35033093			
Macrouridae	Nezumia	soela	37232027			
Triglidae	Pterygotrigla	soela	37288056			
Ophidiidae	Neobythites	soelae	37228060			
Sternoptychidae	Polyipnus	soelae	37107022			
Labridae	Suezichthys	soelae	37384026			
Scombridae	Acanthocybium	solandri	37441024			
Gempylidae	Rexea	solandri	37439002			
Melanotaeniidae	Melanotaenia	solata	37245024			
Labridae	Bodianus	solatus	37384201			
Sciaenidae	Nibea	soldado	37354019			
Soleidae	Solea	solea	37462790			
Polyclinidae	Aplidium	solidum	35019047			
Cephalodiscidae	Cephalodiscus	solidus	36123007			
Nettastomatidae	Nettastoma	solitarium	37065003			
Ostraciidae	Ostracion	solorensis	37466020			
Serranidae	Cephalopholis	sonnerati	37311045			
Lutjanidae	Paracaesio	sordida	37346070			
Didemnidae	Didemnum	sordidum	35013166			
Pomacentridae	Abudefduf	sordidus	37372012			
Scaridae	Chlorurus	sordidus	37386030			
Carcharhinidae	Carcharhinus	sorrah	37018013			
Soleidae	Aesopia	sp.	37462011			
Ambassidae	Ambassis	sp.	37310020			
Serranidae	Anthias	sp.	37311050			
Apogonidae	Apogon	sp.	37327045			
Malacosteidae	Aristostomias	sp.	37110002			
Trachichthyidae	Aulotrachichthys	sp.	37255019			
Gobiidae	Bathygobius	sp.	37428299			
Arhynchobatidae	Bathyraja	sp.	37031752			
Batrachoididae	Batrachomoeus	sp.	37205004			
Malacanthidae	Branchiostegus	sp.	37331011			
Bregmacerotidae	Bregmaceros	sp.	37225001			
Serranidae	Caesioperca	sp.	37311182			
Berycidae	Centroberyx	sp.	37258007			
Champsodontidae	Champsodon	sp.	37401800			
Percophidae	Chrionema	sp.	37393002			
Aploactinidae	Cocotropus	sp.	37290014			
Cynoglossidae	Cynoglossus	sp.	37463010			
Ophidiidae	Dicrolene	sp.	37228023			
Bythitidae	Diplacanthopoma	sp.	37228025			
Psychrolutidae	Ebinania	sp.	37305003			
Percophidae	Enigmapercis	sp.	37393009			
Bathygadidae	Gadomus	sp.	37232078			
Gonostomatidae	Gonostoma	sp.	37106750			
Lethrinidae	Gymnocranius	sp.	37351023			
Halosauridae	Halosaurus	sp.	37081001			
Tripterygiidae	Helcogramma	sp.	37415016			
Sebastidae	Helicolenus	sp.	37287809			
Gobiidae	Hetereleotris	sp.	37428172			
Clinidae	Heteroclinus	sp.	37416015			
Macrouridae	Hymenocephalus	sp.	37232083			
Myctophidae	Lampanyctus	sp.	37122064			
Leiognathidae	Leiognathus	sp.	37341003			
Moridae	Lepidion	sp.	37224750			
Triglidae	Lepidotrigla	sp.	37288034			
Leptoscopidae	Lesueurina	sp.	37398003			
Lethrinidae	Lethrinus	sp.	37351001			
Lutjanidae	Lutjanus	sp.	37346012			
Macruronidae	Lyconus	sp.	37227003			
Ophidiidae	Mastigopterus	sp.	37228077			
Eleotridae	Mogurnda	sp.	37429053			
Ophidiidae	Monomitopus	sp.	37228031			
Muraenolepididae	Muraenolepis	sp.	37223753			
Cheilodactylidae	Nemadactylus	sp.	37377014			
Gobiidae	Palutrus	sp.	37428209			
Congridae	Parabathymyrus	sp.	37067008			
Paralichthyidae	Paralichthys	sp.	37460070			
Pinguipedidae	Parapercis	sp.	37390020			
Chlorophthalmidae	Parasudis	sp.	37120006			
Mullidae	Parupeneus	sp.	37355006			
Scorpaenidae	Phenacoscorpius	sp.	37287116			
Caristiidae	Platyberyx	sp.	37343002			
Gobiidae	Pleurosicya	sp.	37428235			
Gobiesocidae	Posidonichthys	sp.	37206025			
Liparidae	Psednos	sp.	37307006			
Nomeidae	Psenes	sp.	37446018			
Soleidae	Pseudaesopia	sp.	37462058			
Gobiidae	Pseudogobius	sp.	37428356			
Paralichthyidae	Pseudorhombus	sp.	37460032			
Psychrolutidae	Psychrolutes	sp.	37305004			
Percophidae	Pteropsaron	sp.	37393004			
Ophidiidae	Pycnocraspedum	sp.	37228083			
Scatophagidae	Scatophagus	sp.	37363003			
Scorpaenidae	Scorpaena	sp.	37287092			
Lophiidae	Sladenia	sp.	37208005			
Monacanthidae	Stephanolepis	sp.	37465077			
Acropomatidae	Synagrops	sp.	37311172			
Plotosidae	Tandanus	sp.	37192021			
Carangidae	Trachinotus	sp.	37337065			
Trichonotidae	Trichonotus	sp.	37394002			
Urolophidae	Urolophus	sp.	37038024			
Zeniontidae	Zenion	sp.	37263002			
Ophidiidae	Sirembo	sp. (2 blotch)	37228821			
Peristediidae	Satyrichthys	sp. (broad head)	37288063			
Ophidiidae	Sirembo	sp. (Qld)	37228820			
Aphyonidae	Nybelinella	sp. (SA)	37228805			
Uranoscopidae	Uranoscopus	sp. (scaly nape)	37400028			
Bythitidae	Diplacanthopoma	sp. (Tas)	37228802			
Aphyonidae	Barathronus	sp. (WA)	37228804			
Paraulopidae	Paraulopus	sp. [slender]	37120016			
Bythitidae	Alionematichthys	sp. 1	37228107			
Apogonidae	Apogon	sp. 1	37327025			
Sebastidae	Bembradium	sp. 1	37287805			
Percophidae	Bembrops	sp. 1	37393018			
Serranidae	Chelidoperca	sp. 1	37311023			
Syngnathidae	Doryrhamphus	sp. 1	37282129			
Euclichthyidae	Euclichthys	sp. 1	37224036			
Syngnathidae	Heraldia	sp. 1	37282130			
Ogcocephalidae	Malthopsis	sp. 1	37212004			
Syngnathidae	Nannocampus	sp. 1	37282131			
Liparidae	Paraliparis	sp. 1	37307033			
Gobiesocidae	Parvicrepis	sp. 1	37206029			
Pegasidae	Pegasus	sp. 1	37309004			
Centrolophidae	Psenopsis	sp. 1	37445020			
Syngnathidae	Solegnathus	sp. 1	37282099			
Mullidae	Upeneus	sp. 1	37355008			
Uranoscopidae	Uranoscopus	sp. 1	37400009			
Pinguipedidae	Parapercis	sp. 10	37390037			
Sebastidae	Bembradium	sp. 2	37287806			
Percophidae	Bembrops	sp. 2	37393019			
Serranidae	Chelidoperca	sp. 2	37311039			
Euclichthyidae	Euclichthys	sp. 2	37224037			
Clinidae	Heteroclinus	sp. 2	37416026			
Triglidae	Lepidotrigla	sp. 2	37288015			
Liparidae	Paraliparis	sp. 2	37307034			
Gobiesocidae	Parvicrepis	sp. 2	37206030			
Centrolophidae	Psenopsis	sp. 2	37445021			
Syngnathidae	Solegnathus	sp. 2	37282133			
Aulopidae	Aulopus	sp. 2 cf damasi	37117004			
Serranidae	Chelidoperca	sp. 3	37311144			
Euclichthyidae	Euclichthys	sp. 3	37224800			
Clinidae	Heteroclinus	sp. 3	37416027			
Eleotridae	Hypseleotris	sp. 3	37429057			
Gobiidae	Nesogobius	sp. 3	37428197			
Pinguipedidae	Parapercis	sp. 3	37390029			
Synodontidae	Saurida	sp. 3	37118020			
Clinidae	Heteroclinus	sp. 4	37416028			
Aulopidae	Hime	sp. 4	37117002			
Clinidae	Heteroclinus	sp. 5	37416029			
Pinguipedidae	Parapercis	sp. 5	37390030			
Gobiidae	Pseudogobius	sp. 5	37428295			
Clinidae	Heteroclinus	sp. 6	37416030			
Pinguipedidae	Parapercis	sp. 6	37390031			
Pinguipedidae	Parapercis	sp. 7	37390032			
Gobiidae	Drombus	sp. 8	37428294			
Clinidae	Heteroclinus	sp. 8	37416031			
Pinguipedidae	Parapercis	sp. 8	37390033			
Clinidae	Heteroclinus	sp. 9	37416032			
Bathyclupeidae	Bathyclupea	sp. A	37358002			
Ophidiidae	Brotulotaenia	sp. A	37228017			
Triglidae	Chelidonichthys	sp. A	37288048			
Chlorophthalmidae	Chlorophthalmus	sp. A	37120011			
Gonostomatidae	Cyclothone	sp. A	37106801			
Ogcocephalidae	Dibranchus	sp. A	37212011			
Ophidiidae	Dicrolene	sp. A	37228807			
Oneirodidae	Dolopichthys	sp. A	37216801			
Ophidiidae	Eretmichthys	sp. A	37228066			
Argentinidae	Glossanodon	sp. A	37097506			
Gobiidae	Glossogobius	sp. A	37428314			
Ogcocephalidae	Halicmetus	sp. A	37212016			
Ogcocephalidae	Halieutopsis	sp. A	37212003			
Peristediidae	Heminodus	sp. A	37288040			
Eleotridae	Hypseleotris	sp. A	37429049			
Synanceiidae	Inimicus	sp. A	37287812			
Moridae	Laemonema	sp. A	37224030			
Melanostomiidae	Leptostomias	sp. A	37109801			
Lophiidae	Lophiodes	sp. A	37208006			
Ophidiidae	Luciobrotula	sp. A	37228074			
Paralepididae	Magnisudis	sp. A	37126802			
Melamphaidae	Melamphaes	sp. A	37251801			
Ophidiidae	Monomitopus	sp. A	37228081			
Neoscopelidae	Neoscopelus	sp. A	37121004			
Eleotridae	Oxyeleotris	sp. A	37429054			
Peristediidae	Paraheminodus	sp. A	37288064			
Liparidae	Paraliparis	sp. A	37307500			
Triglidae	Parapterygotrigla	sp. A	37288051			
Scorpaenidae	Parascorpaena	sp. A	37287829			
Ophidiidae	Porogadus	sp. A	37228065			
Scorpaenidae	Scorpaena	sp. A	37287834			
Serrivomeridae	Serrivomer	sp. A	37075801			
Lophiidae	Sladenia	sp. A	37208504			
