FAMILY	GENUS	SPECIES	CAAB CODE
Pseudochromidae	Pseudochromis	fuscus	37313006
Pseudochromidae	Pseudochromis	howsoni	37313030
Pseudochromidae	Pseudochromis	jamesi	37313007
Pseudochromidae	Pseudochromis	marshallensis	37313008
Pseudochromidae	Pseudochromis	quinquedentatus	37313001
Pseudochromidae	Pseudochromis	reticulatus	37313027
Pseudochromidae	Pseudochromis	tapeinosoma	37313028
Pseudochromidae	Pseudochromis	viridis	37313035
Pseudochromidae	Pseudochromis	wilsoni	37313018
Pseudochromidae	Pseudoplesiops	howensis	37313020
Pseudochromidae	Pseudoplesiops	immaculatus	37313031
Pseudochromidae	Pseudoplesiops	rosae	37313024
Pseudochromidae	Pseudoplesiops	typus	37313025
Pseudochromidae	Pseudoplesiops	wassi	37313032
Pseudogrammatidae	Aporops	bilinearis	37314001
Pseudogrammatidae	Pseudogramma	astigmum	37314003
Pseudogrammatidae	Pseudogramma	polyacanthum	37314002
Pseudogrammatidae	Suttonia	lineata	37314004
Pseudomugilidae	Pseudomugil	cyanodorsalis	37245017
Pseudomugilidae	Pseudomugil	gertrudae	37245001
Pseudomugilidae	Pseudomugil	inconspicuus	37245018
Pseudomugilidae	Pseudomugil	mellis	37245019
Pseudomugilidae	Pseudomugil	signifer	37245020
Pseudomugilidae	Pseudomugil	tenellus	37245021
Pseudomugilidae	Scaturiginichthys	vermeilipinnis	37245023
Pseudotriakidae	Gollum	attenuatus	37016002
Pseudotriakidae	Pseudotriakis	microdon	37016001
Psychrolutidae	Ambophthalmos	magnicirrus	37305007
Psychrolutidae	Ebinania	australiae	37305006
Psychrolutidae	Ebinania	macquariensis	37305005
Psychrolutidae	Psychrolutes	marcidus	37305001
Psychrolutidae	Psychrolutes	occidentalis	37305002
Pteroidae	Brachypterois	curvispina	37287140
Pteroidae	Brachypterois	serrulifer	37287101
Pteroidae	Dendrochirus	biocellatus	37287095
Pteroidae	Dendrochirus	brachypterus	37287010
Pteroidae	Dendrochirus	zebra	37287026
Pteroidae	Ebosia	bleekeri	37287113
Pteroidae	Parapterois	heterura	37287138
Pteroidae	Pterois	antennata	37287064
Pteroidae	Pterois	lunulata	37287104
Pteroidae	Pterois	paucispinula	37287027
Pteroidae	Pterois	radiata	37287097
Pteroidae	Pterois	russelii	37287012
Pteroidae	Pterois	volitans	37287040
Rachycentridae	Rachycentron	canadum	37335001
Rajidae	Amblyraja	georgiana	37031753
Rajidae	Amblyraja	hyperborea	37031041
Rajidae	Dentiraja	flindersi	37031038
Rajidae	Dentiraja	lemprieri	37031007
Rajidae	Dipturus	acrobelus	37031035
Rajidae	Dipturus	apricus	37031032
Rajidae	Dipturus	australis	37031002
Rajidae	Dipturus	canutus	37031028
Rajidae	Dipturus	cerva	37031003
Rajidae	Dipturus	confusus	37031005
Rajidae	Dipturus	endeavouri	37031043
Rajidae	Dipturus	falloargus	37031030
Rajidae	Dipturus	grahami	37031029
Rajidae	Dipturus	gudgeri	37031010
Rajidae	Dipturus	healdi	37031011
Rajidae	Dipturus	innominatus	37031047
Rajidae	Dipturus	melanospilus	37031033
Rajidae	Dipturus	oculus	37031031
Rajidae	Dipturus	polyommatus	37031042
Rajidae	Dipturus	queenslandicus	37031036
Rajidae	Dipturus	wengi	37031034
Rajidae	Leucoraja	pristispina	37031039
Rajidae	Okamejei	arafurensis	37031044
Rajidae	Okamejei	leptoura	37031013
Rajidae	Rajella	challengeri	37031040
Rajidae	Spiniraja	whitleyi	37031006
Rajidae	Zearaja	maugeana	37031037
Regalecidae	Agrostichthys	parkeri	37272003
Regalecidae	Regalecus	glesne	37272002
Regalecidae	Regalecus	russellii	37272004
Retropinnidae	Retropinna	semoni	37101001
Retropinnidae	Retropinna	tasmanica	37101002
Rhincodontidae	Rhincodon	typus	37014001
Rhinidae	Rhina	ancylostoma	37026002
Rhinobatidae	Aptychotrema	rostrata	37027009
Rhinobatidae	Aptychotrema	timorensis	37027007
Rhinobatidae	Aptychotrema	vincentiana	37027001
Rhinobatidae	Glaucostegus	typus	37027010
Rhinobatidae	Rhinobatos	sainsburyi	37027003
Rhinobatidae	Trygonorrhina	dumerilii	37027011
Rhinobatidae	Trygonorrhina	fasciata	37027006
Rhinochimaeridae	Harriotta	haeckeli	37044003
Rhinochimaeridae	Harriotta	raleighana	37044001
Rhinochimaeridae	Rhinochimaera	africana	37044004
Rhinochimaeridae	Rhinochimaera	pacifica	37044002
Rhinoprenidae	Rhinoprenes	pentanemus	37364001
Rhinopteridae	Rhinoptera	javanica	37040002
Rhinopteridae	Rhinoptera	neglecta	37040001
Rhynchobatidae	Rhynchobatus	australiae	37026005
Rhynchobatidae	Rhynchobatus	laevis	37026003
Rhynchobatidae	Rhynchobatus	palpebratus	37026004
Rondeletiidae	Rondeletia	loricata	37133001
Saccopharyngidae	Saccopharynx	schmidti	37078001
Salangidae	Neosalanx	brevirostris	37100751
Salangidae	Protosalanx	chinensis	37100752
Salangidae	Salangichthys	microdon	37100753
Salmonidae	Oncorhynchus	mykiss	37094003
Salmonidae	Oncorhynchus	tshawytscha	37094005
Salmonidae	Salmo	salar	37094001
Salmonidae	Salmo	trutta	37094004
Salmonidae	Salvelinus	alpinus	37094006
Salmonidae	Salvelinus	fontinalis	37094002
Scaridae	Bolbometopon	muricatum	37386004
Scaridae	Calotomus	carolinus	37386005
Scaridae	Calotomus	spinidens	37386006
Scaridae	Cetoscarus	ocellatus	37386007
Scaridae	Chlorurus	bleekeri	37386011
Scaridae	Chlorurus	capistratoides	37386041
Scaridae	Chlorurus	enneacanthus	37386039
Scaridae	Chlorurus	frontalis	37386017
Scaridae	Chlorurus	japanensis	37386025
Scaridae	Chlorurus	microrhinos	37386020
Scaridae	Chlorurus	oedema	37386033
Scaridae	Chlorurus	rhakoura	37386037
Scaridae	Chlorurus	sordidus	37386030
Scaridae	Chlorurus	strongylocephalus	37386040
Scaridae	Hipposcarus	longiceps	37386008
Scaridae	Leptoscarus	vaigiensis	37386009
Scaridae	Scarus	altipinnis	37386010
Scaridae	Scarus	chameleon	37386012
Scaridae	Scarus	dimidiatus	37386013
Scaridae	Scarus	flavipectoralis	37386014
Scaridae	Scarus	forsteni	37386015
Scaridae	Scarus	frenatus	37386016
Scaridae	Scarus	ghobban	37386001
Scaridae	Scarus	globiceps	37386018
Scaridae	Scarus	longipinnis	37386019
Scaridae	Scarus	niger	37386021
Scaridae	Scarus	oviceps	37386022
Scaridae	Scarus	prasiognathos	37386023
Scaridae	Scarus	psittacus	37386024
Scaridae	Scarus	quoyi	37386026
Scaridae	Scarus	rivulatus	37386027
Scaridae	Scarus	rubroviolaceus	37386028
Scaridae	Scarus	schlegeli	37386029
Scaridae	Scarus	spinus	37386031
Scaridae	Scarus	tricolor	37386036
Scaridae	Scarus	viridifucatus	37386042
Scaridae	Scarus	xanthopleura	37386032
Scatophagidae	Scatophagus	argus	37363002
Scatophagidae	Selenotoca	multifasciata	37363001
Schindleriidae	Schindleria	brevipinguis	37424003
Schindleriidae	Schindleria	pietschmanni	37424001
Schindleriidae	Schindleria	praematura	37424002
Sciaenidae	Argyrosomus	japonicus	37354001
Sciaenidae	Atractoscion	aequidens	37354020
Sciaenidae	Atrobucca	brevis	37354012
Sciaenidae	Atrobucca	nibe	37354011
Sciaenidae	Austronibea	oedogenys	37354008
Sciaenidae	Chrysochir	aureus	37354750
Sciaenidae	Johnius	amblycephalus	37354009
Sciaenidae	Johnius	australis	37354022
Sciaenidae	Johnius	borneensis	37354007
Sciaenidae	Johnius	laevis	37354004
Sciaenidae	Johnius	macropterus	37354021
Sciaenidae	Johnius	novaeguineae	37354025
Sciaenidae	Larimichthys	pamoides	37354026
Sciaenidae	Larimichthys	polyactis	37354751
Sciaenidae	Nibea	leptolepis	37354027
Sciaenidae	Nibea	microgenys	37354023
Sciaenidae	Nibea	soldado	37354019
Sciaenidae	Nibea	squamosa	37354024
Sciaenidae	Otolithes	ruber	37354006
Sciaenidae	Protonibea	diacanthus	37354003
Scomberesocidae	Scomberesox	saurus	37236001
Scombridae	Acanthocybium	solandri	37441024
Scombridae	Allothunnus	fallai	37441021
Scombridae	Auxis	rochei	37441027
Scombridae	Auxis	thazard	37441009
Scombridae	Cybiosarda	elegans	37441008
Scombridae	Euthynnus	affinis	37441010
Scombridae	Gasterochisma	melampus	37441019
Scombridae	Grammatorcynus	bicarinatus	37441025
Scombridae	Grammatorcynus	bilineatus	37441028
Scombridae	Gymnosarda	unicolor	37441029
Scombridae	Katsuwonus	pelamis	37441003
Scombridae	Rastrelliger	brachysoma	37441750
Scombridae	Rastrelliger	kanagurta	37441012
Scombridae	Sarda	australis	37441020
Scombridae	Sarda	orientalis	37441006
Scombridae	Scomber	australasicus	37441001
Scombridae	Scomber	japonicus	37441791
Scombridae	Scomber	scombrus	37441790
Scombridae	Scomberomorus	commerson	37441007
Scombridae	Scomberomorus	munroi	37441015
Scombridae	Scomberomorus	queenslandicus	37441014
Scombridae	Scomberomorus	semifasciatus	37441018
Scombridae	Thunnus	alalunga	37441005
Scombridae	Thunnus	albacares	37441002
Scombridae	Thunnus	maccoyii	37441004
Scombridae	Thunnus	obesus	37441011
Scombridae	Thunnus	orientalis	37441026
Scombridae	Thunnus	tonggol	37441013
Scombrolabracidae	Scombrolabrax	heterolepis	37439015
Scopelarchidae	Benthalbella	elongata	37131750
Scopelarchidae	Benthalbella	infans	37131001
Scopelarchidae	Benthalbella	macropinna	37131751
Scopelarchidae	Rosenblattichthys	alatus	37131002
Scopelarchidae	Scopelarchoides	danae	37131003
Scopelarchidae	Scopelarchoides	kreffti	37131006
Scopelarchidae	Scopelarchus	analis	37131004
Scopelarchidae	Scopelarchus	guentheri	37131005
Scorpaenidae	Hipposcorpaena	filamentosa	37287132
Scorpaenidae	Neomerinthe	amplisquamiceps	37287032
Scorpaenidae	Neomerinthe	megalepis	37287115
Scorpaenidae	Neomerinthe	procurva	37287057
Scorpaenidae	Neomerinthe	rotunda	37287133
Scorpaenidae	Parascorpaena	aurita	37287061
Scorpaenidae	Parascorpaena	maculipinnis	37287069
Scorpaenidae	Parascorpaena	mcadamsi	37287096
Scorpaenidae	Parascorpaena	mossambica	37287062
Scorpaenidae	Parascorpaena	moultoni	37287070
Scorpaenidae	Parascorpaena	picta	37287071
Scorpaenidae	Phenacoscorpius	adenensis	37287139
Scorpaenidae	Phenacoscorpius	longirostris	37287135
Scorpaenidae	Pteroidichthys	godfreyi	37287063
Scorpaenidae	Pteroidichthys	noronhai	37287134
Scorpaenidae	Rhinopias	aphanes	37287065
Scorpaenidae	Rhinopias	eschmeyeri	37287128
Scorpaenidae	Rhinopias	frondosa	37287129
Scorpaenidae	Scorpaena	bulacephala	37287125
Scorpaenidae	Scorpaena	cardinalis	37287830
Scorpaenidae	Scorpaena	gasta	37287131
Scorpaenidae	Scorpaena	grandisquamis	37287067
Scorpaenidae	Scorpaena	izensis	37287068
Scorpaenidae	Scorpaena	jacksoniensis	37287066
Scorpaenidae	Scorpaena	papillosa	37287008
Scorpaenidae	Scorpaena	sumptuosa	37287072
Scorpaenidae	Scorpaenodes	albaiensis	37287073
Scorpaenidae	Scorpaenodes	evides	37287076
Scorpaenidae	Scorpaenodes	guamensis	37287074
Scorpaenidae	Scorpaenodes	hirsutus	37287075
Scorpaenidae	Scorpaenodes	kelloggi	37287099
Scorpaenidae	Scorpaenodes	minor	37287105
Scorpaenidae	Scorpaenodes	parvipinnis	37287077
Scorpaenidae	Scorpaenodes	quadrispinosus	37287137
Scorpaenidae	Scorpaenodes	scaber	37287078
Scorpaenidae	Scorpaenodes	smithi	37287119
Scorpaenidae	Scorpaenodes	steenei	37287079
Scorpaenidae	Scorpaenodes	varipinnis	37287080
Scorpaenidae	Scorpaenopsis	cotticeps	37287106
Scorpaenidae	Scorpaenopsis	diabolus	37287081
Scorpaenidae	Scorpaenopsis	eschmeyeri	37287127
Scorpaenidae	Scorpaenopsis	furneauxi	37287038
Scorpaenidae	Scorpaenopsis	insperatus	37287121
Scorpaenidae	Scorpaenopsis	macrochir	37287083
Scorpaenidae	Scorpaenopsis	neglecta	37287030
Scorpaenidae	Scorpaenopsis	obtusa	37287120
Scorpaenidae	Scorpaenopsis	oxycephala	37287084
Scorpaenidae	Scorpaenopsis	papuensis	37287107
Scorpaenidae	Scorpaenopsis	possi	37287108
Scorpaenidae	Scorpaenopsis	venosa	37287086
Scorpaenidae	Sebastapistes	cyanostigma	37287087
Scorpaenidae	Sebastapistes	fowleri	37287136
Scorpaenidae	Sebastapistes	mauritiana	37287117
Scorpaenidae	Sebastapistes	strongia	37287088
Scorpaenidae	Sebastapistes	tinkhami	37287118
Scorpaenidae	Taenianotus	triacanthus	37287090
Scorpididae	Atypichthys	latus	37361020
Scorpididae	Atypichthys	strigatus	37361010
Scorpididae	Microcanthus	strigatus	37361005
Scorpididae	Neatypus	obliquus	37361002
Scorpididae	Scorpis	aequipinnis	37361004
Scorpididae	Scorpis	georgiana	37361015
Scorpididae	Scorpis	lineolata	37361009
Scorpididae	Scorpis	violacea	37361019
Scorpididae	Tilodon	sexfasciatus	37361003
Scyliorhinidae	Apristurus	ampliceps	37015017
Scyliorhinidae	Apristurus	australis	37015020
Scyliorhinidae	Apristurus	bucephalus	37015019
Scyliorhinidae	Apristurus	longicephalus	37015021
Scyliorhinidae	Apristurus	melanoasper	37015016
Scyliorhinidae	Apristurus	pinguis	37015018
Scyliorhinidae	Apristurus	platyrhynchus	37015015
Scyliorhinidae	Apristurus	sinensis	37015014
Scyliorhinidae	Asymbolus	analis	37015027
Scyliorhinidae	Asymbolus	funebris	37015023
Scyliorhinidae	Asymbolus	occiduus	37015026
Scyliorhinidae	Asymbolus	pallidus	37015025
Scyliorhinidae	Asymbolus	parvus	37015022
Scyliorhinidae	Asymbolus	rubiginosus	37015024
Scyliorhinidae	Asymbolus	submaculatus	37015010
Scyliorhinidae	Asymbolus	vincenti	37015003
Scyliorhinidae	Atelomycterus	fasciatus	37015005
Scyliorhinidae	Atelomycterus	macleayi	37015028
Scyliorhinidae	Atelomycterus	marnkalha	37015037
Scyliorhinidae	Aulohalaelurus	labiosus	37015029
Scyliorhinidae	Bythaelurus	incanus	37015035
Scyliorhinidae	Cephaloscyllium	albipinnum	37015013
Scyliorhinidae	Cephaloscyllium	cooki	37015038
Scyliorhinidae	Cephaloscyllium	hiscosellum	37015007
Scyliorhinidae	Cephaloscyllium	laticeps	37015001
Scyliorhinidae	Cephaloscyllium	signourum	37015039
Scyliorhinidae	Cephaloscyllium	speccum	37015033
Scyliorhinidae	Cephaloscyllium	variegatum	37015031
Scyliorhinidae	Cephaloscyllium	zebrum	37015032
Scyliorhinidae	Figaro	boardmani	37015009
Scyliorhinidae	Figaro	striatus	37015034
Scyliorhinidae	Galeus	gracilis	37015008
Scyliorhinidae	Halaelurus	sellus	37015004
Scyliorhinidae	Parmaturus	bigus	37015036
Sebastidae	Helicolenus	barathri	37287093
Sebastidae	Helicolenus	percoides	37287001
Sebastidae	Sebastiscus	marmoratus	37287112
Sebastidae	Trachyscorpia	carnomagula	37287103
Sebastidae	Trachyscorpia	eschmeyeri	37287046
Serranidae	Acanthistius	cinctus	37311131
Serranidae	Acanthistius	ocellatus	37311090
Serranidae	Acanthistius	pardalotus	37311132
Serranidae	Acanthistius	paxtoni	37311133
Serranidae	Acanthistius	serratus	37311035
Serranidae	Aethaloperca	rogaa	37311134
Serranidae	Anyperodon	leucogrammicus	37311085
Serranidae	Caesioperca	lepidoptera	37311002
Serranidae	Caesioperca	rasor	37311003
Serranidae	Caesioscorpis	theagenes	37311135
Serranidae	Caprodon	krasyukovae	37311189
Serranidae	Caprodon	longimanus	37311095
Serranidae	Caprodon	schlegelii	37311096
Serranidae	Cephalopholis	argus	37311082
Serranidae	Cephalopholis	aurantia	37311204
Serranidae	Cephalopholis	boenak	37311008
Serranidae	Cephalopholis	cyanostigma	37311136
Serranidae	Cephalopholis	formosa	37311137
Serranidae	Cephalopholis	igarashiensis	37311193
Serranidae	Cephalopholis	leopardus	37311138
Serranidae	Cephalopholis	microprion	37311139
Serranidae	Cephalopholis	miniata	37311083
Serranidae	Cephalopholis	nigripinnis	37311205
Serranidae	Cephalopholis	polleni	37311206
Serranidae	Cephalopholis	sexmaculata	37311140
Serranidae	Cephalopholis	sonnerati	37311045
Serranidae	Cephalopholis	spiloparaea	37311141
Serranidae	Cephalopholis	urodeta	37311142
Serranidae	Chelidoperca	margaritifera	37311143
Serranidae	Chromileptes	altivelis	37311044
Serranidae	Epinephelides	armatus	37311100
Serranidae	Epinephelus	amblycephalus	37311015
Serranidae	Epinephelus	areolatus	37311009
Serranidae	Epinephelus	bilobatus	37311062
Serranidae	Epinephelus	bleekeri	37311041
Serranidae	Epinephelus	chlorostigma	37311059
Serranidae	Epinephelus	coeruleopunctatus	37311070
Serranidae	Epinephelus	coioides	37311007
Serranidae	Epinephelus	corallicola	37311066
Serranidae	Epinephelus	cyanopodus	37311145
Serranidae	Epinephelus	daemelii	37311077
Serranidae	Epinephelus	darwinensis	37311146
Serranidae	Epinephelus	epistictus	37311046
Serranidae	Epinephelus	ergastularius	37311147
Serranidae	Epinephelus	fasciatus	37311014
Serranidae	Epinephelus	fuscoguttatus	37311021
Serranidae	Epinephelus	heniochus	37311019
Serranidae	Epinephelus	hexagonatus	37311064
Serranidae	Epinephelus	howlandi	37311148
Serranidae	Epinephelus	lanceolatus	37311061
Serranidae	Epinephelus	latifasciatus	37311043
Serranidae	Epinephelus	macrospilos	37311149
Serranidae	Epinephelus	maculatus	37311011
Serranidae	Epinephelus	magniscuttis	37311173
Serranidae	Epinephelus	malabaricus	37311150
Serranidae	Epinephelus	melanostigma	37311065
Serranidae	Epinephelus	merra	37311063
Serranidae	Epinephelus	miliaris	37311177
Serranidae	Epinephelus	morrhua	37311151
Serranidae	Epinephelus	multinotatus	37311010
Serranidae	Epinephelus	octofasciatus	37311152
Serranidae	Epinephelus	ongus	37311069
Serranidae	Epinephelus	perplexus	37311153
Serranidae	Epinephelus	polyphekadion	37311047
Serranidae	Epinephelus	polystigma	37311154
Serranidae	Epinephelus	quoyanus	37311040
Serranidae	Epinephelus	radiatus	37311042
Serranidae	Epinephelus	retouti	37311190
Serranidae	Epinephelus	rivulatus	37311022
Serranidae	Epinephelus	septemfasciatus	37311060
Serranidae	Epinephelus	sexfasciatus	37311017
Serranidae	Epinephelus	spilotoceps	37311155
Serranidae	Epinephelus	stictus	37311018
Serranidae	Epinephelus	tauvina	37311057
Serranidae	Epinephelus	timorensis	37311073
Serranidae	Epinephelus	trophis	37311074
Serranidae	Epinephelus	tukula	37311068
Serranidae	Epinephelus	undulatostriatus	37311086
Serranidae	Gracila	albomarginata	37311156
Serranidae	Hypoplectrodes	annulatus	37311091
Serranidae	Hypoplectrodes	cardinalis	37311101
Serranidae	Hypoplectrodes	jamesoni	37311097
Serranidae	Hypoplectrodes	maccullochi	37311036
Serranidae	Hypoplectrodes	nigroruber	37311037
Serranidae	Hypoplectrodes	wilsoni	37311099
Serranidae	Lepidoperca	brochata	37311102
Serranidae	Lepidoperca	caesiopercula	37311092
Serranidae	Lepidoperca	filamenta	37311175
Serranidae	Lepidoperca	magna	37311103
Serranidae	Lepidoperca	occidentalis	37311052
Serranidae	Lepidoperca	pulchella	37311001
Serranidae	Lepidoperca	tasmanica	37311038
Serranidae	Liopropoma	mitratum	37311157
Serranidae	Liopropoma	multilineatum	37311158
Serranidae	Liopropoma	susumi	37311159
Serranidae	Liopropoma	tonstrinum	37311199
Serranidae	Luzonichthys	earlei	37311197
Serranidae	Luzonichthys	waitei	37311104
Serranidae	Luzonichthys	whitleyi	37311198
Serranidae	Odontanthias	grahami	37311192
Serranidae	Othos	dentex	37311005
Serranidae	Plectranthias	alleni	37311105
Serranidae	Plectranthias	fourmanoiri	37311200
Serranidae	Plectranthias	inermis	37311201
Serranidae	Plectranthias	japonicus	37311027
Serranidae	Plectranthias	lasti	37311178
Serranidae	Plectranthias	longimanus	37311106
Serranidae	Plectranthias	maculicauda	37311107
Serranidae	Plectranthias	megalophthalmus	37311108
Serranidae	Plectranthias	nanus	37311109
Serranidae	Plectranthias	pallidus	37311179
Serranidae	Plectranthias	robertsi	37311180
Serranidae	Plectranthias	wheeleri	37311110
Serranidae	Plectranthias	winniensis	37311111
Serranidae	Plectropomus	areolatus	37311081
Serranidae	Plectropomus	laevis	37311079
Serranidae	Plectropomus	leopardus	37311078
Serranidae	Plectropomus	maculatus	37311012
Serranidae	Plectropomus	oligacanthus	37311162
Serranidae	Pogonoperca	punctata	37311207
Serranidae	Pseudanthias	aurulentus	37311196
Serranidae	Pseudanthias	bicolor	37311112
Serranidae	Pseudanthias	cooperi	37311113
Serranidae	Pseudanthias	dispar	37311114
Serranidae	Pseudanthias	engelhardi	37311115
Serranidae	Pseudanthias	evansi	37311202
Serranidae	Pseudanthias	fasciata	37311116
Serranidae	Pseudanthias	flavoguttatus	37311203
Serranidae	Pseudanthias	georgei	37311093
Serranidae	Pseudanthias	huchtii	37311117
Serranidae	Pseudanthias	hypselosoma	37311094
Serranidae	Pseudanthias	lori	37311119
Serranidae	Pseudanthias	luzonensis	37311120
Serranidae	Pseudanthias	pascalus	37311121
Serranidae	Pseudanthias	pictilis	37311122
Serranidae	Pseudanthias	pleurotaenia	37311123
Serranidae	Pseudanthias	rubrizonatus	37311124
Serranidae	Pseudanthias	sheni	37311176
Serranidae	Pseudanthias	smithvanizi	37311125
Serranidae	Pseudanthias	squamipinnis	37311126
Serranidae	Pseudanthias	tuka	37311127
Serranidae	Pseudanthias	ventralis	37311128
Serranidae	Rabaulichthys	squirei	37311194
Serranidae	Rainfordia	opercularis	37311163
Serranidae	Sacura	parva	37311188
Serranidae	Saloptia	powelli	37311174
Serranidae	Selenanthias	analis	37311049
Serranidae	Serranocirrhitus	latus	37311130
Serranidae	Trachypoma	macracanthus	37311164
Serranidae	Triso	dermopterus	37311165
Serranidae	Variola	albimarginata	37311026
Serranidae	Variola	louti	37311166
Serrivomeridae	Serrivomer	beanii	37075001
Serrivomeridae	Serrivomer	bertini	37075002
Setarchidae	Ectreposebastes	niger	37287053
Setarchidae	Lioscorpius	longiceps	37287043
Setarchidae	Lioscorpius	trifasciatus	37287123
Setarchidae	Setarches	guentheri	37287047
Setarchidae	Setarches	longimanus	37287821
Siganidae	Siganus	argenteus	37438007
Siganidae	Siganus	canaliculatus	37438004
Siganidae	Siganus	corallinus	37438008
Siganidae	Siganus	doliatus	37438009
Siganidae	Siganus	fuscescens	37438001
Siganidae	Siganus	javus	37438005
Siganidae	Siganus	lineatus	37438010
Siganidae	Siganus	puellus	37438011
Siganidae	Siganus	punctatissimus	37438012
Siganidae	Siganus	punctatus	37438003
Siganidae	Siganus	spinus	37438013
Siganidae	Siganus	stellatus	37438018
Siganidae	Siganus	trispilos	37438014
Siganidae	Siganus	unimaculatus	37438015
Siganidae	Siganus	vermiculatus	37438006
Siganidae	Siganus	virgatus	37438016
Siganidae	Siganus	vulpinus	37438017
Sillaginidae	Sillaginodes	punctatus	37330001
Sillaginidae	Sillago	analis	37330003
Sillaginidae	Sillago	bassensis	37330002
Sillaginidae	Sillago	burrus	37330004
Sillaginidae	Sillago	ciliata	37330010
Sillaginidae	Sillago	flindersi	37330014
Sillaginidae	Sillago	ingenuua	37330009
Sillaginidae	Sillago	lutea	37330007
Sillaginidae	Sillago	maculata	37330015
Sillaginidae	Sillago	robusta	37330005
Sillaginidae	Sillago	schomburgkii	37330012
Sillaginidae	Sillago	sihama	37330006
Sillaginidae	Sillago	vittata	37330013
Siluridae	Phalacronotus	apogon	37175751
Siluridae	Silurus	glanis	37175752
Soleidae	Aesopia	cornuta	37462001
Soleidae	Aseraggodes	bahamondei	37462019
Soleidae	Aseraggodes	corymbus	37462055
Soleidae	Aseraggodes	crypticus	37462056
Soleidae	Aseraggodes	dubius	37462048
Soleidae	Aseraggodes	haackeanus	37462020
Soleidae	Aseraggodes	klunzingeri	37462021
Soleidae	Aseraggodes	lenisquamis	37462040
Soleidae	Aseraggodes	melanospilos	37462012
Soleidae	Aseraggodes	melanostictus	37462016
Soleidae	Aseraggodes	nigrocirratus	37462049
Soleidae	Aseraggodes	normani	37462002
Soleidae	Aseraggodes	pelvicus	37462050
Soleidae	Aseraggodes	ramsaii	37462038
Soleidae	Brachirus	annularis	37462014
Soleidae	Brachirus	aspilos	37462035
Soleidae	Brachirus	breviceps	37462022
Soleidae	Brachirus	fitzroiensis	37462023
Soleidae	Brachirus	muelleri	37462007
Soleidae	Brachirus	nigra	37462017
Soleidae	Brachirus	orientalis	37462024
Soleidae	Brachirus	salinarum	37462025
Soleidae	Brachirus	selheimi	37462026
Soleidae	Brachirus	setifer	37462008
Soleidae	Heteromycteris	hartzfeldi	37462042
Soleidae	Leptachirus	darwinensis	37462052
Soleidae	Leptachirus	polylepis	37462053
Soleidae	Leptachirus	triramus	37462054
Soleidae	Liachirus	whitleyi	37462041
Soleidae	Pardachirus	hedleyi	37462029
Soleidae	Pardachirus	pavoninus	37462009
Soleidae	Pardachirus	rautheri	37462030
Soleidae	Phyllichthys	punctatus	37462005
Soleidae	Phyllichthys	sclerolepis	37462031
Soleidae	Phyllichthys	sejunctus	37462043
Soleidae	Pseudaesopia	callizona	37462057
Soleidae	Pseudaesopia	japonica	37462044
Soleidae	Rendahlia	jaubertensis	37462032
Soleidae	Solea	solea	37462790
Soleidae	Soleichthys	heterorhinos	37462015
Soleidae	Soleichthys	maculosus	37462045
Soleidae	Soleichthys	microcephalus	37462033
Soleidae	Soleichthys	oculofasciatus	37462047
Soleidae	Soleichthys	serpenpellis	37462046
Soleidae	Synclidopus	hogani	37462051
Soleidae	Synclidopus	macleayanus	37462018
Soleidae	Zebrias	cancellatus	37462006
Soleidae	Zebrias	craticulus	37462003
Soleidae	Zebrias	munroi	37462039
Soleidae	Zebrias	penescalaris	37462036
Soleidae	Zebrias	quagga	37462004
Soleidae	Zebrias	scalaris	37462010
Solenostomidae	Solenostomus	armatus	37281004
Solenostomidae	Solenostomus	cyanopterus	37281001
Solenostomidae	Solenostomus	halimeda	37281003
Solenostomidae	Solenostomus	paegnius	37281006
Solenostomidae	Solenostomus	paradoxus	37281002
Somniosidae	Centroscymnus	coelolepis	37020025
Somniosidae	Centroscymnus	owstonii	37020019
Somniosidae	Centroselachus	crepidater	37020012
Somniosidae	Scymnodalatias	albicauda	37020035
Somniosidae	Scymnodalatias	sherwoodi	37020052
Somniosidae	Scymnodon	plunketi	37020013
Somniosidae	Somniosus	antarcticus	37020036
Somniosidae	Zameus	squamulosus	37020042
Sparidae	Acanthopagrus	australis	37353004
Sparidae	Acanthopagrus	butcheri	37353003
Sparidae	Acanthopagrus	morrisoni	37353012
Sparidae	Acanthopagrus	pacificus	37353011
Sparidae	Acanthopagrus	palmaris	37353014
Sparidae	Argyrops	spinifer	37353006
Sparidae	Chrysophrys	auratus	37353001
Sparidae	Dentex	spariformis	37353002
Sparidae	Rhabdosargus	sarba	37353013
Sparidae	Sparidentex	hasta	37353017
Sphyraenidae	Sphyraena	acutipinnis	37382003
Sphyraenidae	Sphyraena	barracuda	37382008
Sphyraenidae	Sphyraena	forsteri	37382005
Sphyraenidae	Sphyraena	helleri	37382011
Sphyraenidae	Sphyraena	jello	37382004
Sphyraenidae	Sphyraena	novaehollandiae	37382002
Sphyraenidae	Sphyraena	obtusata	37382007
Sphyraenidae	Sphyraena	pinguis	37382001
Sphyraenidae	Sphyraena	putnamae	37382006
Sphyraenidae	Sphyraena	qenie	37382009
Sphyraenidae	Sphyraena	waitii	37382012
Sphyrnidae	Eusphyra	blochii	37019003
Sphyrnidae	Sphyrna	lewini	37019001
Sphyrnidae	Sphyrna	mokarran	37019002
